"Index","Verse","Text"
"Matthew 5:30","
If your right hand causes you to stumble, cut it off, and throw it away from you. For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.
"
"Matthew 5:31","
“It was also said, ‘Whoever shall put away his wife, let him give her a writing of divorce,’
"
"Matthew 5:32","
but I tell you that whoever puts away his wife, except for the cause of sexual immorality, makes her an adulteress; and whoever marries her when she is put away commits adultery.
"
"Matthew 5:33","
“Again you have heard that it was said to them of old time, ‘You shall not make false vows, but shall perform to the Lord your vows,’
"
"Matthew 5:34","
but I tell you, don’t swear at all: neither by heaven, for it is the throne of God;

"
"Matthew 5:35","
nor by the earth, for it is the footstool of his feet; nor by Jerusalem, for it is the city of the great King.

"
"Matthew 5:36","
Neither shall you swear by your head, for you can’t make one hair white or black.

"
"Matthew 5:37","
But let your ‘Yes’ be ‘Yes’ and your ‘No’ be ‘No.’ Whatever is more than these is of the evil one.
"
"Matthew 5:38","
“You have heard that it was said, ‘An eye for an eye, and a tooth for a tooth.’
"
"Matthew 5:39","
But I tell you, don’t resist him who is evil; but whoever strikes you on your right cheek, turn to him the other also.

"
"Matthew 5:40","
If anyone sues you to take away your coat, let him have your cloak also.

"
"Matthew 5:41","
Whoever compels you to go one mile, go with him two.

"
"Matthew 5:42","
Give to him who asks you, and don’t turn away him who desires to borrow from you.
"
"Matthew 5:43","
“You have heard that it was said, ‘You shall love your neighbor

and hate your enemy.’
"
"Matthew 5:44","
But I tell you, love your enemies, bless those who curse you, do good to those who hate you, and pray for those who mistreat you and persecute you,

"
"Matthew 5:45","
that you may be children of your Father who is in heaven. For he makes his sun to rise on the evil and the good, and sends rain on the just and the unjust.

"
"Matthew 5:46","
For if you love those who love you, what reward do you have? Don’t even the tax collectors do the same?

"
"50","Matthew 5:47","
If you only greet your friends, what more do you do than others? Don’t even the tax collectors
do the same?

"
"51","Matthew 5:48","
Therefore you shall be perfect, just as your Father in heaven is perfect.
"
"52","Matthew 6:1","
“Be careful that you don’t do your charitable giving before men, to be seen by them, or else you have no reward from your Father who is in heaven.

"
"53","Matthew 6:2","
Therefore when you do merciful deeds, don’t sound a trumpet before yourself, as the hypocrites do in the synagogues and in the streets, that they may get glory from men. Most certainly I tell you, they have received their reward.

"
"54","Matthew 6:3","
But when you do merciful deeds, don’t let your left hand know what your right hand does,

"
"55","Matthew 6:4","
so that your merciful deeds may be in secret, then your Father who sees in secret will reward you openly.
"
"56","Matthew 6:5","
“When you pray, you shall not be as the hypocrites, for they love to stand and pray in the synagogues and in the corners of the streets, that they may be seen by men. Most certainly, I tell you, they have received their reward.

"
"57","Matthew 6:6","
But you, when you pray, enter into your inner room, and having shut your door, pray to your Father who is in secret, and your Father who sees in secret will reward you openly.

"
"58","Matthew 6:7","
In praying, don’t use vain repetitions, as the Gentiles do; for they think that they will be heard for their much speaking.

"
"59","Matthew 6:8","
Therefore don’t be like them, for your Father knows what things you need, before you ask him.

"
"60","Matthew 6:9","
Pray like this: ‘Our Father in heaven, may your name be kept holy.

"
"61","Matthew 6:10","
Let your Kingdom come. Let your will be done, as in heaven, so on earth.

"
"62","Matthew 6:11","
Give us today our daily bread.

"
"63","Matthew 6:12","
Forgive us our debts, as we also forgive our debtors.

"
"64","Matthew 6:13","
Bring us not into temptation, but deliver us from the evil one. For yours is the Kingdom, the power, and the glory forever. Amen.’
"
"65","Matthew 6:14","
“For if you forgive men their trespasses, your heavenly Father will also forgive you.

"
"66","Matthew 6:15","
But if you don’t forgive men their trespasses, neither will your Father forgive your trespasses.
"
"67","Matthew 6:16","
“Moreover when you fast, don’t be like the hypocrites, with sad faces. For they disfigure their faces, that they may be seen by men to be fasting. Most certainly I tell you, they have received their reward.

"
"68","Matthew 6:17","
But you, when you fast, anoint your head, and wash your face;

"
"69","Matthew 6:18","
so that you are not seen by men to be fasting, but by your Father who is in secret, and your Father, who sees in secret, will reward you.

"
"70","Matthew 6:19","
“Don’t lay up treasures for yourselves on the earth, where moth and rust consume, and where thieves break through and steal;

"
"71","Matthew 6:20","
but lay up for yourselves treasures in heaven, where neither moth nor rust consume, and where thieves don’t break through and steal;

"
"72","Matthew 6:21","
for where your treasure is, there your heart will be also.

"
"73","Matthew 6:22","
“The lamp of the body is the eye. If therefore your eye is sound, your whole body will be full of light.

"
"74","Matthew 6:23","
But if your eye is evil, your whole body will be full of darkness. If therefore the light that is in you is darkness, how great is the darkness!

"
"75","Matthew 6:24","
“No one can serve two masters, for either he will hate the one and love the other; or else he will be devoted to one and despise the other. You can’t serve both God and Mammon.

"
"76","Matthew 6:25","
Therefore I tell you, don’t be anxious for your life: what you will eat, or what you will drink; nor yet for your body, what you will wear. Isn’t life more than food, and the body more than clothing?

"
"77","Matthew 6:26","
See the birds of the sky, that they don’t sow, neither do they reap, nor gather into barns. Your heavenly Father feeds them. Aren’t you of much more value than they?
"
"78","Matthew 6:27","
“Which of you, by being anxious, can add one moment
to his lifespan?

"
"79","Matthew 6:28","
Why are you anxious about clothing? Consider the lilies of the field, how they grow. They don’t toil, neither do they spin,

"
"80","Matthew 6:29","
yet I tell you that even Solomon in all his glory was not dressed like one of these.

"
"81","Matthew 6:30","
But if God so clothes the grass of the field, which today exists, and tomorrow is thrown into the oven, won’t he much more clothe you, you of little faith?
"
"82","Matthew 6:31","
“Therefore don’t be anxious, saying, ‘What will we eat?’, ‘What will we drink?’ or, ‘With what will we be clothed?’

"
"83","Matthew 6:32","
For the Gentiles seek after all these things; for your heavenly Father knows that you need all these things.

"
"84","Matthew 6:33","
But seek first God’s Kingdom, and his righteousness; and all these things will be given to you as well.

"
"85","Matthew 6:34","
Therefore don’t be anxious for tomorrow, for tomorrow will be anxious for itself. Each day’s own evil is sufficient.
"
"86","Matthew 7:1","
“Don’t judge, so that you won’t be judged.

"
"87","Matthew 7:2","
For with whatever judgment you judge, you will be judged; and with whatever measure you measure, it will be measured to you.

"
"88","Matthew 7:3","
Why do you see the speck that is in your brother’s eye, but don’t consider the beam that is in your own eye?

"
"89","Matthew 7:4","
Or how will you tell your brother, ‘Let me remove the speck from your eye;’ and behold, the beam is in your own eye?

"
"90","Matthew 7:5","
You hypocrite! First remove the beam out of your own eye, and then you can see clearly to remove the speck out of your brother’s eye.
"
"91","Matthew 7:6","
“Don’t give that which is holy to the dogs, neither throw your pearls before the pigs, lest perhaps they trample them under their feet, and turn and tear you to pieces.
"
"92","Matthew 7:7","
“Ask, and it will be given you. Seek, and you will find. Knock, and it will be opened for you.

"
"93","Matthew 7:8","
For everyone who asks receives. He who seeks finds. To him who knocks it will be opened.

"
"94","Matthew 7:9","
Or who is there among you, who, if his son asks him for bread, will give him a stone?

"
"95","Matthew 7:10","
Or if he asks for a fish, who will give him a serpent?

"
"96","Matthew 7:11","
If you then, being evil, know how to give good gifts to your children, how much more will your Father who is in heaven give good things to those who ask him!

"
"97","Matthew 7:12","
Therefore whatever you desire for men to do to you, you shall also do to them; for this is the law and the prophets.
"
"98","Matthew 7:13","
“Enter in by the narrow gate; for wide is the gate and broad is the way that leads to destruction, and many are those who enter in by it.

"
"99","Matthew 7:14","
How
narrow is the gate, and restricted is the way that leads to life! Few are those who find it.
"
"100","Matthew 7:15","
“Beware of false prophets, who come to you in sheep’s clothing, but inwardly are ravening wolves.

"
"101","Matthew 7:16","
By their fruits you will know them. Do you gather grapes from thorns, or figs from thistles?

"
"102","Matthew 7:17","
Even so, every good tree produces good fruit; but the corrupt tree produces evil fruit.

"
"103","Matthew 7:18","
A good tree can’t produce evil fruit, neither can a corrupt tree produce good fruit.

"
"104","Matthew 7:19","
Every tree that doesn’t grow good fruit is cut down, and thrown into the fire.

"
"105","Matthew 7:20","
Therefore by their fruits you will know them.

"
"106","Matthew 7:21","
Not everyone who says to me, ‘Lord, Lord,’ will enter into the Kingdom of Heaven; but he who does the will of my Father who is in heaven.

"
"107","Matthew 7:22","
Many will tell me in that day, ‘Lord, Lord, didn’t we prophesy in your name, in your name cast out demons, and in your name do many mighty works?’

"
"108","Matthew 7:23","
Then I will tell them, ‘I never knew you. Depart from me, you who work iniquity.’
"
"109","Matthew 7:24","
“Everyone therefore who hears these words of mine, and does them, I will liken him to a wise man, who built his house on a rock.

"
"110","Matthew 7:25","
The rain came down, the floods came, and the winds blew, and beat on that house; and it didn’t fall, for it was founded on the rock.

"
"111","Matthew 7:26","
Everyone who hears these words of mine, and doesn’t do them will be like a foolish man, who built his house on the sand.

"
"112","Matthew 7:27","
The rain came down, the floods came, and the winds blew, and beat on that house; and it fell—and great was its fall.”
"
"113","Matthew 8:3","Jesus stretched out his hand, and touched him, saying,
“I want to. Be made clean.” Immediately his leprosy was cleansed.
"
"114","Matthew 8:4","Jesus said to him,
“See that you tell nobody, but go, show yourself to the priest, and offer the gift that Moses commanded, as a testimony to them.”
"
"115","Matthew 8:7","Jesus said to him,
“I will come and heal him.”
"
"116","Matthew 8:10","When Jesus heard it, he marveled, and said to those who followed,
“Most certainly I tell you, I haven’t found so great a faith, not even in Israel.

"
"117","Matthew 8:11","
I tell you that many will come from the east and the west, and will sit down with Abraham, Isaac, and Jacob in the Kingdom of Heaven,

"
"118","Matthew 8:12","
but the children of the Kingdom will be thrown out into the outer darkness. There will be weeping and gnashing of teeth.”
"
"119","Matthew 8:13","Jesus said to the centurion,
“Go your way. Let it be done for you as you have believed.” His servant was healed in that hour.
"
"120","Matthew 8:20","Jesus said to him,
“The foxes have holes, and the birds of the sky have nests, but the Son of Man has nowhere to lay his head.”
"
"121","Matthew 8:22","But Jesus said to him,
“Follow me, and leave the dead to bury their own dead.”
"
"122","Matthew 8:26","He said to them,
“Why are you fearful, O you of little faith?”
 Then he got up, rebuked the wind and the sea, and there was a great calm.
"
"123","Matthew 8:32","He said to them,
“Go!”
They came out, and went into the herd of pigs: and behold, the whole herd of pigs rushed down the cliff into the sea, and died in the water.
"
"124","Matthew 9:2","Behold, they brought to him a man who was paralyzed, lying on a bed. Jesus, seeing their faith, said to the paralytic,
“Son, cheer up! Your sins are forgiven you.”
"
"125","Matthew 9:4","Jesus, knowing their thoughts, said,
“Why do you think evil in your hearts?

"
"126","Matthew 9:5","
For which is easier, to say, ‘Your sins are forgiven;’ or to say, ‘Get up, and walk?’

"
"127","Matthew 9:6","
But that you may know that the Son of Man has authority on earth to forgive sins-” (then he said to the paralytic),
“Get up, and take up your mat, and go to your house.”
"
"128","Matthew 9:9","As Jesus passed by from there, he saw a man called Matthew sitting at the tax collection office. He said to him,
“Follow me.” He got up and followed him.
"
"129","Matthew 9:12","When Jesus heard it, he said to them,
“Those who are healthy have no need for a physician, but those who are sick do.

"
"130","Matthew 9:13","
But you go and learn what this means: ‘I desire mercy, and not sacrifice,’
for I came not to call the righteous, but sinners to repentance.”
"
"131","Matthew 9:15","Jesus said to them,
“Can the friends of the bridegroom mourn, as long as the bridegroom is with them? But the days will come when the bridegroom will be taken away from them, and then they will fast.

"
"132","Matthew 9:16","
No one puts a piece of unshrunk cloth on an old garment; for the patch would tear away from the garment, and a worse hole is made.

"
"133","Matthew 9:17","
Neither do people put new wine into old wine skins, or else the skins would burst, and the wine be spilled, and the skins ruined. No, they put new wine into fresh wine skins, and both are preserved.”
"
"134","Matthew 9:22","But Jesus, turning around and seeing her, said,
“Daughter, cheer up! Your faith has made you well.” And the woman was made well from that hour.
"
"135","Matthew 9:24","he said to them,
“Make room, because the girl isn’t dead, but sleeping.”
They were ridiculing him.
"
"136","Matthew 9:28","When he had come into the house, the blind men came to him. Jesus said to them,
“Do you believe that I am able to do this?”
They told him, “Yes, Lord.”
"
"137","Matthew 9:29","Then he touched their eyes, saying,
“According to your faith be it done to you.”
"
"138","Matthew 9:30","Their eyes were opened. Jesus strictly commanded them, saying,
“See that no one knows about this.”
"
"139","Matthew 9:37","Then he said to his disciples,
“The harvest indeed is plentiful, but the laborers are few.

"
"140","Matthew 9:38","
Pray therefore that the Lord of the harvest will send out laborers into his harvest.”
"
"141","Matthew 10:5","Jesus sent these twelve out, and commanded them, saying,
“Don’t go among the Gentiles, and don’t enter into any city of the Samaritans.

"
"142","Matthew 10:6","
Rather, go to the lost sheep of the house of Israel.

"
"143","Matthew 10:7","
As you go, preach, saying, ‘The Kingdom of Heaven is at hand!’

"
"144","Matthew 10:8","
Heal the sick, cleanse the lepers,
and cast out demons. Freely you received, so freely give.

"
"145","Matthew 10:9","
Don’t take any gold, silver, or brass in your money belts.

"
"146","Matthew 10:10","
Take no bag for your journey, neither two coats, nor shoes, nor staff: for the laborer is worthy of his food.

"
"147","Matthew 10:11","
Into whatever city or village you enter, find out who in it is worthy; and stay there until you go on.

"
"148","Matthew 10:12","
As you enter into the household, greet it.

"
"149","Matthew 10:13","
If the household is worthy, let your peace come on it, but if it isn’t worthy, let your peace return to you.

"
"150","Matthew 10:14","
Whoever doesn’t receive you, nor hear your words, as you go out of that house or that city, shake the dust off your feet.

"
"151","Matthew 10:15","
Most certainly I tell you, it will be more tolerable for the land of Sodom and Gomorrah in the day of judgment than for that city.
"
"152","Matthew 10:16","
“Behold, I send you out as sheep among wolves. Therefore be wise as serpents, and harmless as doves.

"
"153","Matthew 10:17","
But beware of men: for they will deliver you up to councils, and in their synagogues they will scourge you.

"
"154","Matthew 10:18","
Yes, and you will be brought before governors and kings for my sake, for a testimony to them and to the nations.

"
"155","Matthew 10:19","
But when they deliver you up, don’t be anxious how or what you will say, for it will be given you in that hour what you will say.

"
"156","Matthew 10:20","
For it is not you who speak, but the Spirit of your Father who speaks in you.
"
"157","Matthew 10:21","
“Brother will deliver up brother to death, and the father his child. Children will rise up against parents, and cause them to be put to death.

"
"158","Matthew 10:22","
You will be hated by all men for my name’s sake, but he who endures to the end will be saved.

"
"159","Matthew 10:23","
But when they persecute you in this city, flee into the next, for most certainly I tell you, you will not have gone through the cities of Israel, until the Son of Man has come.
"
"160","Matthew 10:24","
“A disciple is not above his teacher, nor a servant above his lord.

"
"161","Matthew 10:25","
It is enough for the disciple that he be like his teacher, and the servant like his lord. If they have called the master of the house Beelzebul,
how much more those of his household!

"
"162","Matthew 10:26","
Therefore don’t be afraid of them, for there is nothing covered that will not be revealed; and hidden that will not be known.

"
"163","Matthew 10:27","
What I tell you in the darkness, speak in the light; and what you hear whispered in the ear, proclaim on the housetops.

"
"164","Matthew 10:28","
Don’t be afraid of those who kill the body, but are not able to kill the soul. Rather, fear him who is able to destroy both soul and body in Gehenna.

"
"165","Matthew 10:29","
“Aren’t two sparrows sold for an assarion coin?
Not one of them falls on the ground apart from your Father’s will,

"
"166","Matthew 10:30","
but the very hairs of your head are all numbered.

"
"167","Matthew 10:31","
Therefore don’t be afraid. You are of more value than many sparrows.

"
"168","Matthew 10:32","
Everyone therefore who confesses me before men, him I will also confess before my Father who is in heaven.

"
"169","Matthew 10:33","
But whoever denies me before men, him I will also deny before my Father who is in heaven.
"
"170","Matthew 10:34","
“Don’t think that I came to send peace on the earth. I didn’t come to send peace, but a sword.

"
"171","Matthew 10:35","
For I came to set a man at odds against his father, and a daughter against her mother, and a daughter-in-law against her mother-in-law.

"
"172","Matthew 10:36","
A man’s foes will be those of his own household.
"
"173","Matthew 10:37","
He who loves father or mother more than me is not worthy of me; and he who loves son or daughter more than me isn’t worthy of me.

"
"174","Matthew 10:38","
He who doesn’t take his cross and follow after me, isn’t worthy of me.

"
"175","Matthew 10:39","
He who seeks his life will lose it; and he who loses his life for my sake will find it.

"
"176","Matthew 10:40","
He who receives you receives me, and he who receives me receives him who sent me.

"
"177","Matthew 10:41","
He who receives a prophet in the name of a prophet will receive a prophet’s reward. He who receives a righteous man in the name of a righteous man will receive a righteous man’s reward.

"
"178","Matthew 10:42","
Whoever gives one of these little ones just a cup of cold water to drink in the name of a disciple, most certainly I tell you he will in no way lose his reward.”
"
"179","Matthew 11:4","Jesus answered them,
“Go and tell John the things which you hear and see:

"
"180","Matthew 11:5","
the blind receive their sight, the lame walk, the lepers are cleansed, the deaf hear,
the dead are raised up, and the poor have good news preached to them.
"
"181","Matthew 11:6","
Blessed is he who finds no occasion for stumbling in me.”
"
"182","Matthew 11:7","As these went their way, Jesus began to say to the multitudes concerning John,
“What did you go out into the wilderness to see? A reed shaken by the wind?

"
"183","Matthew 11:8","
But what did you go out to see? A man in soft clothing? Behold, those who wear soft clothing are in kings’ houses.

"
"184","Matthew 11:9","
But why did you go out? To see a prophet? Yes, I tell you, and much more than a prophet.

"
"185","Matthew 11:10","
For this is he, of whom it is written, ‘Behold, I send my messenger before your face, who will prepare your way before you.’
"
"186","Matthew 11:11","
Most certainly I tell you, among those who are born of women there has not arisen anyone greater than John the Baptizer; yet he who is least in the Kingdom of Heaven is greater than he.

"
"187","Matthew 11:12","
From the days of John the Baptizer until now, the Kingdom of Heaven suffers violence, and the violent take it by force.
"
"188","Matthew 11:13","
For all the prophets and the law prophesied until John.

"
"189","Matthew 11:14","
If you are willing to receive it, this is Elijah, who is to come.

"
"190","Matthew 11:15","
He who has ears to hear, let him hear.
"
"191","Matthew 11:16","
“But to what shall I compare this generation? It is like children sitting in the marketplaces, who call to their companions

"
"192","Matthew 11:17","
and say, ‘We played the flute for you, and you didn’t dance. We mourned for you, and you didn’t lament.’

"
"193","Matthew 11:18","
For John came neither eating nor drinking, and they say, ‘He has a demon.’

"
"194","Matthew 11:19","
The Son of Man came eating and drinking, and they say, ‘Behold, a gluttonous man and a drunkard, a friend of tax collectors and sinners!’ But wisdom is justified by her children.”
"
"195","Matthew 11:21","
“Woe to you, Chorazin! Woe to you, Bethsaida! For if the mighty works had been done in Tyre and Sidon which were done in you, they would have repented long ago in sackcloth and ashes.

"
"196","Matthew 11:22","
But I tell you, it will be more tolerable for Tyre and Sidon on the day of judgment than for you.

"
"197","Matthew 11:23","
You, Capernaum, who are exalted to heaven, you will go down to Hades.

For if the mighty works had been done in Sodom which were done in you, it would have remained until today.

"
"198","Matthew 11:24","
But I tell you that it will be more tolerable for the land of Sodom, on the day of judgment, than for you.”
"
"199","Matthew 11:25","At that time, Jesus answered,
“I thank you, Father, Lord of heaven and earth, that you hid these things from the wise and understanding, and revealed them to infants.

"
"200","Matthew 11:26","
Yes, Father, for so it was well-pleasing in your sight.

"
"201","Matthew 11:27","
All things have been delivered to me by my Father. No one knows the Son, except the Father; neither does anyone know the Father, except the Son, and he to whom the Son desires to reveal him.
"
"202","Matthew 11:28","
“Come to me, all you who labor and are heavily burdened, and I will give you rest.

"
"203","Matthew 11:29","
Take my yoke upon you, and learn from me, for I am gentle and humble in heart; and you will find rest for your souls.

"
"204","Matthew 11:30","
For my yoke is easy, and my burden is light.”
"
"205","Matthew 12:3","But he said to them,
“Haven’t you read what David did, when he was hungry, and those who were with him;

"
"206","Matthew 12:4","
how he entered into God’s house, and ate the show bread, which was not lawful for him to eat, neither for those who were with him, but only for the priests?
"
"207","Matthew 12:5","
Or have you not read in the law, that on the Sabbath day, the priests in the temple profane the Sabbath, and are guiltless?

"
"208","Matthew 12:6","
But I tell you that one greater than the temple is here.

"
"209","Matthew 12:7","
But if you had known what this means, ‘I desire mercy, and not sacrifice,’
you wouldn’t have condemned the guiltless.

"
"210","Matthew 12:8","
For the Son of Man is Lord of the Sabbath.”
"
"211","Matthew 12:11","He said to them,
“What man is there among you, who has one sheep, and if this one falls into a pit on the Sabbath day, won’t he grab on to it, and lift it out?

"
"212","Matthew 12:12","
Of how much more value then is a man than a sheep! Therefore it is lawful to do good on the Sabbath day.”
"
"213","Matthew 12:13","Then he told the man,
“Stretch out your hand.” He stretched it out; and it was restored whole, just like the other.
"
"214","Matthew 12:25","Knowing their thoughts, Jesus said to them,
“Every kingdom divided against itself is brought to desolation, and every city or house divided against itself will not stand.

"
"215","Matthew 12:26","
If Satan casts out Satan, he is divided against himself. How then will his kingdom stand?

"
"216","Matthew 12:27","
If I by Beelzebul cast out demons, by whom do your children cast them out? Therefore they will be your judges.

"
"217","Matthew 12:28","
But if I by the Spirit of God cast out demons, then God’s Kingdom has come upon you.

"
"218","Matthew 12:29","
Or how can one enter into the house of the strong man, and plunder his goods, unless he first bind the strong man? Then he will plunder his house.
"
"219","Matthew 12:30","
“He who is not with me is against me, and he who doesn’t gather with me, scatters.

"
"220","Matthew 12:31","
Therefore I tell you, every sin and blasphemy will be forgiven men, but the blasphemy against the Spirit will not be forgiven men.

"
"221","Matthew 12:32","
Whoever speaks a word against the Son of Man, it will be forgiven him; but whoever speaks against the Holy Spirit, it will not be forgiven him, neither in this age, nor in that which is to come.
"
"222","Matthew 12:33","
“Either make the tree good, and its fruit good, or make the tree corrupt, and its fruit corrupt; for the tree is known by its fruit.

"
"223","Matthew 12:34","
You offspring of vipers, how can you, being evil, speak good things? For out of the abundance of the heart, the mouth speaks.

"
"224","Matthew 12:35","
The good man out of his good treasure brings out good things, and the evil man out of his evil treasure
brings out evil things.

"
"225","Matthew 12:36","
I tell you that every idle word that men speak, they will give account of it in the day of judgment.

"
"226","Matthew 12:37","
For by your words you will be justified, and by your words you will be condemned.”
"
"227","Matthew 12:39","But he answered them,
“An evil and adulterous generation seeks after a sign, but no sign will be given to it but the sign of Jonah the prophet.

"
"228","Matthew 12:40","
For as Jonah was three days and three nights in the belly of the whale, so will the Son of Man be three days and three nights in the heart of the earth.

"
"229","Matthew 12:41","
The men of Nineveh will stand up in the judgment with this generation, and will condemn it, for they repented at the preaching of Jonah; and behold, someone greater than Jonah is here.

"
"230","Matthew 12:42","
The queen of the south will rise up in the judgment with this generation, and will condemn it, for she came from the ends of the earth to hear the wisdom of Solomon; and behold, someone greater than Solomon is here.

"
"231","Matthew 12:43","
When an unclean spirit has gone out of a man, he passes through waterless places, seeking rest, and doesn’t find it.

"
"232","Matthew 12:44","
Then he says, ‘I will return into my house from which I came out,’ and when he has come back, he finds it empty, swept, and put in order.

"
"233","Matthew 12:45","
Then he goes, and takes with himself seven other spirits more evil than he is, and they enter in and dwell there. The last state of that man becomes worse than the first. Even so will it be also to this evil generation.”
"
"234","Matthew 12:48","But he answered him who spoke to him,
“Who is my mother? Who are my brothers?”
"
"235","Matthew 12:49","He stretched out his hand towards his disciples, and said,
“Behold, my mother and my brothers!

"
"236","Matthew 12:50","
For whoever does the will of my Father who is in heaven, he is my brother, and sister, and mother.”
"
"237","Matthew 13:3","He spoke to them many things in parables, saying,
“Behold, a farmer went out to sow.

"
"238","Matthew 13:4","
As he sowed, some seeds fell by the roadside, and the birds came and devoured them.

"
"239","Matthew 13:5","
Others fell on rocky ground, where they didn’t have much soil, and immediately they sprang up, because they had no depth of earth.

"
"240","Matthew 13:6","
When the sun had risen, they were scorched. Because they had no root, they withered away.

"
"241","Matthew 13:7","
Others fell among thorns. The thorns grew up and choked them.

"
"242","Matthew 13:8","
Others fell on good soil, and yielded fruit: some one hundred times as much, some sixty, and some thirty.

"
"243","Matthew 13:9","
He who has ears to hear, let him hear.”
"
"244","Matthew 13:11","He answered them,
“To you it is given to know the mysteries of the Kingdom of Heaven, but it is not given to them.

"
"245","Matthew 13:12","
For whoever has, to him will be given, and he will have abundance, but whoever doesn’t have, from him will be taken away even that which he has.

"
"246","Matthew 13:13","
Therefore I speak to them in parables, because seeing they don’t see, and hearing, they don’t hear, neither do they understand.

"
"247","Matthew 13:14","
In them the prophecy of Isaiah is fulfilled, which says,

‘By hearing you will hear,
and will in no way understand;
Seeing you will see,
and will in no way perceive:
"
"248","Matthew 13:15","
for this people’s heart has grown callous,
their ears are dull of hearing,
they have closed their eyes;
or else perhaps they might perceive with their eyes,
hear with their ears,
understand with their heart,
and would turn again;
and I would heal them.’
"
"249","Matthew 13:16","
“But blessed are your eyes, for they see; and your ears, for they hear.

"
"250","Matthew 13:17","
For most certainly I tell you that many prophets and righteous men desired to see the things which you see, and didn’t see them; and to hear the things which you hear, and didn’t hear them.
"
